TaskLabel,CompetencyRoles,DecimalHours,TaskDescription,gpt-4,gpt-4_reason,gpt-4o,gpt-4o_reason,gpt-3.5-turbo,gpt-3.5-turbo_reason,gpt-3.5-turbo-1106,gpt-3.5-turbo-1106_reason,gpt-4-0613,gpt-4-0613_reason
Debugging,Software Engineer,3.0,Fixing and testing of issues arised due to merging of other code with best times,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,fail,"Description lacks clarity on specific issues, merging details, and testing outcomes.",fail,Description lacks context and doesn't include specific details or references related to the task.,fail,No links or references included in the description.
Coding,Software Engineer,2.5,"Zainab reported an issue on video module comments, resolve the issue and add it in PR. verify it on Dev server as well",fail,No links or references provided related to the task.,fail,Lacks links or references related to the task.,fail,"Lacks specificity and details about the issue, resolution, and verification process.",pass,Complete description.,fail,Task description lacks links or references related to the task.
Coding,Software Engineer,2.5,"Zainab reported an issue on video module comments, resolve the issue and add it in PR. verify it on Dev server as well",fail,No links or references provided related to the task.,fail,Lacks links or references related to the task.,fail,"Lacks specificity and details about the issue, resolution, and verification process.",pass,Complete description.,fail,Task description lacks links or references related to the task.
Coding,Software Engineer,2.5,"Zainab reported an issue on video module comments, resolve the issue and add it in PR. verify it on Dev server as well",fail,No links or references provided related to the task.,fail,Lacks links or references related to the task.,fail,"Lacks specificity and details about the issue, resolution, and verification process.",pass,Complete description.,fail,Task description lacks links or references related to the task.
Coding,Software Engineer,2.5,"Zainab reported an issue on video module comments, resolve the issue and add it in PR. verify it on Dev server as well",fail,No links or references provided related to the task.,fail,Lacks links or references related to the task.,fail,"Lacks specificity and details about the issue, resolution, and verification process.",pass,Complete description.,fail,Task description lacks links or references related to the task.
Coding,Software Engineer,2.5,"Zainab reported an issue on video module comments, resolve the issue and add it in PR. verify it on Dev server as well",fail,No links or references provided related to the task.,fail,Lacks links or references related to the task.,fail,"Lacks specificity and details about the issue, resolution, and verification process.",pass,Complete description.,fail,Task description lacks links or references related to the task.
Coding,Software Engineer,0.42,"PR changes - calendly - TXT-467 
PR changes - Past meeting screen revamp backend minor change",fail,No links or references included in the description.,fail,Description lacks links or references related to the task.,fail,"Lacks details and context, missing clarity on changes made to Calendly and Past Meeting Screen.",fail,Description lacks context and specific details about the PR changes and the related tasks.,fail,No links or references included in the description.
Coding,Software Engineer,0.42,"PR changes - calendly - TXT-467 
PR changes - Past meeting screen revamp backend minor change",fail,No links or references included in the description.,fail,Description lacks links or references related to the task.,fail,"Lacks details and context, missing clarity on changes made to Calendly and Past Meeting Screen.",fail,Description lacks context and specific details about the PR changes and the related tasks.,fail,No links or references included in the description.
Coding,Software Engineer,0.42,"PR changes - calendly - TXT-467 
PR changes - Past meeting screen revamp backend minor change",fail,No links or references included in the description.,fail,Description lacks links or references related to the task.,fail,"Lacks details and context, missing clarity on changes made to Calendly and Past Meeting Screen.",fail,Description lacks context and specific details about the PR changes and the related tasks.,fail,No links or references included in the description.
Coding,Software Engineer,0.42,"PR changes - calendly - TXT-467 
PR changes - Past meeting screen revamp backend minor change",fail,No links or references included in the description.,fail,Description lacks links or references related to the task.,fail,"Lacks details and context, missing clarity on changes made to Calendly and Past Meeting Screen.",fail,Description lacks context and specific details about the PR changes and the related tasks.,fail,No links or references included in the description.
Coding,Software Engineer,0.42,"PR changes - calendly - TXT-467 
PR changes - Past meeting screen revamp backend minor change",fail,No links or references included in the description.,fail,Description lacks links or references related to the task.,fail,"Lacks details and context, missing clarity on changes made to Calendly and Past Meeting Screen.",fail,Description lacks context and specific details about the PR changes and the related tasks.,fail,No links or references included in the description.
Debugging,Software Engineer,1.5,"coach: Fixed proxy issue and  working on pdp rewrite, now detail request is changed to api and colors are getting in same request",fail,No links or references related to the task.,fail,Lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task are included.
Debugging,Software Engineer,1.5,"coach: Fixed proxy issue and  working on pdp rewrite, now detail request is changed to api and colors are getting in same request",fail,No links or references related to the task.,fail,Lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task are included.
Debugging,Software Engineer,1.5,"coach: Fixed proxy issue and  working on pdp rewrite, now detail request is changed to api and colors are getting in same request",fail,No links or references related to the task.,fail,Lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task are included.
Debugging,Software Engineer,1.5,"coach: Fixed proxy issue and  working on pdp rewrite, now detail request is changed to api and colors are getting in same request",fail,No links or references related to the task.,fail,Lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task are included.
Debugging,Software Engineer,1.5,"coach: Fixed proxy issue and  working on pdp rewrite, now detail request is changed to api and colors are getting in same request",fail,No links or references related to the task.,fail,Lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task are included.
Standup,Software Engineer,2.0,Sprint planning and review new sprint tasks,fail,Description lacks links or references related to the task.,fail,Lacks links or references related to the task.,fail,Description lacks details and context about tasks involved.,fail,Description lacks context and specific tasks for sprint planning and review.,fail,No links or references provided.
Standup,Software Engineer,2.0,Sprint planning and review new sprint tasks,fail,Description lacks links or references related to the task.,fail,Lacks links or references related to the task.,fail,Description lacks details and context about tasks involved.,fail,Description lacks context and specific tasks for sprint planning and review.,fail,No links or references provided.
Standup,Software Engineer,2.0,Sprint planning and review new sprint tasks,fail,Description lacks links or references related to the task.,fail,Lacks links or references related to the task.,fail,Description lacks details and context about tasks involved.,fail,Description lacks context and specific tasks for sprint planning and review.,fail,No links or references provided.
Standup,Software Engineer,2.0,Sprint planning and review new sprint tasks,fail,Description lacks links or references related to the task.,fail,Lacks links or references related to the task.,fail,Description lacks details and context about tasks involved.,fail,Description lacks context and specific tasks for sprint planning and review.,fail,No links or references provided.
Standup,Software Engineer,2.0,Sprint planning and review new sprint tasks,fail,Description lacks links or references related to the task.,fail,Lacks links or references related to the task.,fail,Description lacks details and context about tasks involved.,fail,Description lacks context and specific tasks for sprint planning and review.,fail,No links or references provided.
Coding,Software Engineer,0.25,Fix padding on close icon in filters drawer #7175,fail,Missing links or references related to the task.,fail,Description lacks context and references.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Coding,Software Engineer,0.25,Fix padding on close icon in filters drawer #7175,fail,Missing links or references related to the task.,fail,Description lacks context and references.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Coding,Software Engineer,0.25,Fix padding on close icon in filters drawer #7175,fail,Missing links or references related to the task.,fail,Description lacks context and references.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Coding,Software Engineer,0.25,Fix padding on close icon in filters drawer #7175,fail,Missing links or references related to the task.,fail,Description lacks context and references.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Coding,Software Engineer,0.25,Fix padding on close icon in filters drawer #7175,fail,Missing links or references related to the task.,fail,Description lacks context and references.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Deployment,Dev Ops,2.0,Updated the domain in the Git repository and built the Jenkins pipelines for the load test environment,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Deployment,Dev Ops,2.0,Updated the domain in the Git repository and built the Jenkins pipelines for the load test environment,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Deployment,Dev Ops,2.0,Updated the domain in the Git repository and built the Jenkins pipelines for the load test environment,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Deployment,Dev Ops,2.0,Updated the domain in the Git repository and built the Jenkins pipelines for the load test environment,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Deployment,Dev Ops,2.0,Updated the domain in the Git repository and built the Jenkins pipelines for the load test environment,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Team Engagement,QA,2.0,Check Kayak Slack channels and emails,fail,No links or references included in the description.,fail,Lacks links or references related to the task.,fail,Description lacks details and does not mention specific actions or outcomes.,fail,Description is too vague and lacks specific details or context.,fail,Description lacks context and references.
Team Engagement,QA,2.0,Check Kayak Slack channels and emails,fail,No links or references included in the description.,fail,Lacks links or references related to the task.,fail,Description lacks details and does not mention specific actions or outcomes.,fail,Description is too vague and lacks specific details or context.,fail,Description lacks context and references.
Team Engagement,QA,2.0,Check Kayak Slack channels and emails,fail,No links or references included in the description.,fail,Lacks links or references related to the task.,fail,Description lacks details and does not mention specific actions or outcomes.,fail,Description is too vague and lacks specific details or context.,fail,Description lacks context and references.
Team Engagement,QA,2.0,Check Kayak Slack channels and emails,fail,No links or references included in the description.,fail,Lacks links or references related to the task.,fail,Description lacks details and does not mention specific actions or outcomes.,fail,Description is too vague and lacks specific details or context.,fail,Description lacks context and references.
Team Engagement,QA,2.0,Check Kayak Slack channels and emails,fail,No links or references included in the description.,fail,Lacks links or references related to the task.,fail,Description lacks details and does not mention specific actions or outcomes.,fail,Description is too vague and lacks specific details or context.,fail,Description lacks context and references.
